pert_iname,InChIKey,clinical_phase,moa,target,disease_area,indication
candesartan,HTQMVQVXFRQIKW-UHFFFAOYSA-N,Launched,angiotensin receptor antagonist,AGTR1,cardiology,hypertension|congestive heart failure
candesartan-cilexetil,GHOSNRCGJFBJIB-OAQYLSRUSA-N,Launched,angiotensin receptor antagonist,,cardiology,hypertension|congestive heart failure|hypertension
candicidin,HYIZCDMXFDRDFE-RGXQRFNASA-N,Launched,fungal ergosterol inhibitor,,infectious disease,vulvovaginal candidiasis
canertinib,OMZCMEYTWSXEPZ-UHFFFAOYSA-N,Phase 3,EGFR inhibitor,AKT1|EGFR|ERBB2|ERBB4,,
canertinib,"InChI=1S/C24H25ClFN5O3/c1-2-23(32)30-21-13-17-20(14-22(21)34-9-3-6-31-7-10-33-11-8-31)27-15-28-24(17)29-16-4-5-19(26)18(25)12-16/h2,4-5,12-15H,1,3,6-11H2,(H,30,32)(H,27,28,29)",Phase 3,EGFR inhibitor,AKT1|EGFR|ERBB2|ERBB4,,
cangrelor,PAEBIVWUMLRPSK-IDTAVKCVSA-N,Launched,purinergic receptor antagonist,,cardiology,myocardial infarction
canrenone,UJVLDDZCTMKXJK-WNHSNXHDSA-N,Withdrawn,mineralocorticoid receptor antagonist,NR3C2,,
cantharidin,DHZBEENLJMYSHQ-XCVPVQRUSA-N,Launched,protein phosphatase inhibitor,,dermatology,blisters
capadenoson,CITWCLNVRIKQAF-UHFFFAOYSA-N,Phase 2,adenosine receptor agonist,ADORA1,,
capecitabine,GAGWJHPBXLXJQN-UORFTKCHSA-N,Launched,DNA synthesis inhibitor|thymidylate synthase inhibitor,TYMS,oncology,breast cancer|colorectal cancer
capobenic-acid,MPTXLVRHYGBOQY-UHFFFAOYSA-N,Preclinical,,,,
capreomycin,FRXNXDHFQYZYNA-GJTMSUEESA-N,Launched,protein synthesis inhibitor,,infectious disease,tuberculosis
capromorelin,KVLLHLWBPNCVNR-SKCUWOTOSA-N,Preclinical,growth hormone secretagogue receptor agonist,,,
caprylic-acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,Launched,,,,
capsaicin,YKPUWZUDDOIDPM-SOFGYWHQSA-N,Launched,TRPV agonist,CFTR|TRPV1,neurology/psychiatry|rheumatology,muscle pain|rheumatoid arthritis
capsazepine,DRCMAZOSEIMCHM-UHFFFAOYSA-N,Preclinical,TRPV agonist,TRPV1|TRPV4,,
captamine,DENMGZODXQRYAR-UHFFFAOYSA-N,Preclinical,,,,
captan,LDVVMCZRFWMZSG-WDSKDSINSA-N,Phase 1,,,,
captopril,FAKRSMQSSFJEIM-RQJHMYQMSA-N,Launched,angiotensin converting enzyme inhibitor,ACE|LTA4H|MMP2|MMP9,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy
caracemide,JURAJLFHWXNPHG-UHFFFAOYSA-N,Phase 2,ribonucleotide reductase inhibitor,RRM1,,
caramiphen,OFAIGZWCDGNZGT-UHFFFAOYSA-N,Launched,cholinergic receptor antagonist,CHRM1|CHRM2,neurology/psychiatry,Parkinson's Disease
carazolol,BQXQGZPYHWWCEB-CYBMUJFWSA-N,Launched,adrenergic receptor antagonist,ADRB1|ADRB2|ADRB3,cardiology,angina pectoris|cardiac arrythmia|hypertension|myocardial infarction
carbachol,VPJXQGSRWJZDOB-UHFFFAOYSA-O,Launched,cholinergic receptor agonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA2,ophthalmology,intraocular pressure
carbadox,OVGGLBAWFMIPPY-WUXMJOGZSA-N,Launched,other antibiotic,,infectious disease|gastroenterology,dysentry|enteritis
carbamazepine,FFGPTBGBLSHEPO-UHFFFAOYSA-N,Launched,carboxamide antiepileptic,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry,seizures
carbaril,CVXBEEMKQHEXEN-UHFFFAOYSA-N,Launched,acetylcholinesterase inhibitor,,,
carbarsone,WWXBHTZSYYGCSG-UHFFFAOYSA-N,Launched,antiprotozoal agent,,infectious disease,amebiasis
carbazochrome,OZCACMPSTYQSMM-DKBJHAQFSA-N,Launched,,,hematology,hemorrhage
carbendazim,TWFZGCMQGLPBSX-UHFFFAOYSA-N,Launched,microtubule inhibitor|tubulin polymerization inhibitor,TP53|TUBB,infectious disease,fungicide
carbenicillin,FPPNZSSZRUTDAP-BBGACYKPSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections
carbenoxolone,OBZHEBDUNPOCJG-WBXJDKIVSA-N,Launched,11-beta hydroxysteroid dehydrogenase inhibitor,GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|HSD11B1|PANX1|PANX2|PANX3,gastroenterology|dental,peptic ulcer disease (PUD)|mouth inflammation
carbetapentane,CFJMRBQWBDQYMK-UHFFFAOYSA-N,Launched,acetylcholine receptor antagonist,CHRM2,otolaryngology|pulmonary,common cold|nasal congestion|bronchitis
carbetocin,NSTRIRCPWQHTIA-CPWZVOFUSA-N,Launched,oxytocin receptor agonist,OXTR,hematology,hemorrhage
carbidopa,TZFNLOMSOLWIDK-JTQLQIEISA-N,Launched,aromatic L-amino acid decarboxylase inhibitor,DDC,neurology/psychiatry,Parkinson's Disease
carbimazole,CFOYWRHIYXMDOT-UHFFFAOYSA-N,Launched,antithyroid agent,TPO,endocrinology,hyperthyroidism
carbinoxamine,OJFSXZCBGQGRNV-INIZCTEOSA-N,Launched,histamine receptor antagonist,HRH1,allergy|ophthalmology|otolaryngology|dermatology,allergic rhinitis|conjunctivitis|vasomotor rhinitis|dermatographism
carboplatin,YAYRGNWWLMLWJE-UHFFFAOYSA-L,Launched,DNA alkylating agent|DNA inhibitor,,oncology,ovarian cancer
carboxyamidotriazole,WNRZHQBJSXRYJK-UHFFFAOYSA-N,Phase 3,calcium channel blocker,CXCL8,,
carboxylosartan,ZEUXAIYYDDCIRX-UHFFFAOYSA-N,Phase 1,angiotensin antagonist,AGTR1,,
carboxypyridine-disulfide,GSASOFRDSIKDSN-UHFFFAOYSA-N,Phase 2,,,,
cardiogenol-C,LKBSMPFEKIBRGC-UHFFFAOYSA-N,Preclinical,cardiomyogenesis inducer,,,
cardionogen-1,SWTUPSNBTSPBIH-UHFFFAOYSA-N,Preclinical,WNT signaling inhibitor,CTNNB1,,
carebastine,XGHOVGYJHWQGCC-UHFFFAOYSA-N,Phase 1,histamine receptor antagonist,HRH1,,
carfilzomib,BLMPQMFVWMYDKT-NZTKNTHTSA-N,Launched,proteasome inhibitor,PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9,hematologic malignancy,multiple myeloma
carglumic-acid,LCQLHJZYVOQKHU-VKHMYHEASA-N,Launched,carbamoyl phosphate synthase activator,CPS1,metabolism,hyperammonemia
caricotamide,WEJRSYKFMCUCRQ-UHFFFAOYSA-N,Phase 2,NADPH quinone oxidoreductase inhibitor,NQO2,,
cariporide,IWXNYAIICFKCTM-UHFFFAOYSA-N,Phase 3,sodium/hydrogen exchanger inhibitor,SLC9A1,,
cariprazine,KPWSJANDNDDRMB-QAQDUYKDSA-N,Launched,dopamine receptor antagonist,DRD2|DRD3,neurology/psychiatry,schizophrenia
carmofur,AOCCBINRVIKJHY-UHFFFAOYSA-N,Launched,thymidylate synthase inhibitor,TYMS,oncology,breast cancer|colorectal cancer
carmoterol,IHOXNOQMRZISPV-YJYMSZOUSA-N,Phase 2,adrenergic receptor agonist,ADRB2,,
carmoxirole,AFSOIHMEOKEZJF-UHFFFAOYSA-N,Phase 2,dopamine receptor agonist,DRD2,,
carmustine,IIJOAQBKDPUMEO-UHFFFAOYSA-N,Launched,DNA alkylating agent|DNA inhibitor,GSR,hematologic malignancy|oncology,non-Hodgkin lymphoma (NHL)|Hodgkin's lymphoma|multiple myeloma|glioblastoma|brainstem glioma|medulloblastoma|astrocytoma|ependymoma
carnitine-(D/L),PHIQHXFUZVPYII-LURJTMIESA-O,Phase 3,,,,
carnosine,CQOVPNPJLQNMDC-ZETCQYMHSA-N,Phase 2,antiglycating agent,,,
caroverin,MSPRUJDUTKRMLM-UHFFFAOYSA-N,Phase 3,cytochrome P450 inhibitor,,,
caroxazone,KYCBWEZLKCTALM-UHFFFAOYSA-N,Withdrawn,monoamine oxidase inhibitor,MAOA|MAOB,,
carprofen,PUXBGTOOZJQSKH-MRVPVSSYSA-N,Launched,cyclooxygenase inhibitor,PTGS2,rheumatology,osteoarthritis
carsalam,OAYRYNVEFFWSHK-UHFFFAOYSA-N,Preclinical,analgesic agent,,,
carteolol,LWAFSWPYPHEXKX-UHFFFAOYSA-N,Launched,adrenergic receptor antagonist,ADRB1|ADRB2|ADRB3,ophthalmology,intraocular pressure|glaucoma|ocular hypertension
carumonam,UIMOJFJSJSIGLV-JNHMLNOCSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,urinary tract infections|gram-negative bacterial infections
carvedilol,OGHNVEJMJSYVRP-QGZVFWFLSA-N,Launched,adrenergic receptor antagonist,ADRB1|ADRB2|ADRB3,cardiology,myocardial infarction|hypertension
carzenide,UCAGLBKTLXCODC-UHFFFAOYSA-N,Preclinical,,CA1|CA12|CA14|CA2|CA6|CA9,,
casanthranol-variant,XMCJWIFCIIXRGI-BAEVKLAGSA-N,Launched,,,gastroenterology,constipation
casin,RXIUMAOXORBRCY-IBGZPJMESA-N,Preclinical,GTPase inhibitor,CDC42,,
caspofungin,JYIKNQVWKBUSNH-WVDDFWQHSA-N,Launched,"bacterial cell wall synthesis inhibitor|fungal 1,3-beta-D-glucan synthase inhibitor",,infectious disease,candidemia|esophageal candidiasis|aspergillosis|peritonitis|fungal infection
castanospermine,JDVVGAQPNNXQDW-TVNFTVLESA-N,Phase 2,glucosidase inhibitor,GAA|GBA,,
catharanthine,CMKFQVZJOWHHDV-NQZBTDCJSA-N,Preclinical,tubulin polymerization inhibitor,,,
cathepsin-inhibitor-1,MZRVIHRERYCHBL-HNNXBMFYSA-N,Preclinical,cathepsin inhibitor,CTSB|CTSL|CTSV,,
CAY10505,UFBTYTGRUBUUIL-KPKJPENVSA-N,Preclinical,PI3K inhibitor,PIK3CG,,
CB-03-01,GPNHMOZDMYNCPO-PDUMRIMRSA-N,Phase 3,androgen receptor antagonist,AR,,
CB-10-277,GUAZPUYTLMUTMA-ZHACJKMWSA-N,Phase 1,DNA synthesis inhibitor,,,
CB-5083,RDALZZCKQFLGJP-UHFFFAOYSA-N,Phase 1,valosin-containing protein inhibitor,VCP,,
CB-839,PRAAPINBUWJLGA-UHFFFAOYSA-N,Phase 2,glutaminase inhibitor,GLS,,
CBiPES,HDVYXILCBYGKGU-UHFFFAOYSA-N,Preclinical,glutamate receptor positive allosteric modulator,GRM2,,
cbl0137,JKCSODVERGVDLT-UHFFFAOYSA-N,Phase 1,histone chaperone inhibitor,,,
CBS-1114,ZOBKPJRHDMKXQG-UHFFFAOYSA-N,Phase 1,lipoxygenase inhibitor,ALOX5,,
CC-115,GMYLVKUGJMYTFB-UHFFFAOYSA-N,Phase 2,DNA protein kinase inhibitor|mTOR inhibitor,MTOR,,
CC-223,UFKLYTOEMRFKAD-SHTZXODSSA-N,Phase 2,mTOR inhibitor,MTOR,,
CC-401,XDJCLCLBSGGNKS-UHFFFAOYSA-N,Phase 1,JNK inhibitor,MAPK8,,
CC-90003,ILUKRINUNLAVMH-UHFFFAOYSA-N,Phase 1,MAP kinase inhibitor,,,
CC-930,IBGLGMOPHJQDJB-IHRRRGAJSA-N,Phase 2,JNK inhibitor,,,
CC4,LEXDAVFCJPDCNA-VNTMZGSJSA-N,Preclinical,nicotinic receptor agonist,CHRNB2,,
CCG-1423,DSMXVSGJIDFLKP-SECBINFHSA-N,Preclinical,apoptosis stimulant,RHOC|SRF,,
CCG-50014,QUIIIYITNGOFEI-UHFFFAOYSA-N,Preclinical,G protein signaling inhibitor,RGS4|RGS8,,
CCG-63802,VFSVKVQMZDJFQX-NBVRZTHBSA-N,Preclinical,G protein signaling inhibitor,RGS4,,
CCG-63808,IPZHFKHGSYRBNT-DTQAZKPQSA-N,Preclinical,G protein signaling inhibitor,RGS4,,
CCMI,VMAKIACTLSBBIY-UHFFFAOYSA-N,Preclinical,acetylcholine receptor allosteric modulator,CHRNA7,,
CCMQ,IFXJDEHFADWURH-UHFFFAOYSA-N,Preclinical,homoquinolinic acid binding inhibitor,,,
CCT-031374,JPCYSKNELCOPKJ-UHFFFAOYSA-N,Preclinical,WNT signaling inhibitor,CTNNB1,,
CCT018159,OWPMENVYXDJDOW-UHFFFAOYSA-N,Preclinical,HSP inhibitor,HSP90AA1|HSP90AB1,,
CCT128930,RZIDZIGAXXNODG-UHFFFAOYSA-N,Preclinical,AKT inhibitor,,,
CCT129202,QYKHWEFPFAGNEV-UHFFFAOYSA-N,Preclinical,Aurora kinase inhibitor,AURKA|AURKB|AURKC,,
CCT137690,GFLQCBTXTRCREJ-UHFFFAOYSA-N,Preclinical,Aurora kinase inhibitor,AURKA|AURKB|AURKC,,
CCT196969,KYYKGSDLXXKQCR-UHFFFAOYSA-N,Preclinical,RAF inhibitor,,,
CCT245737,YBYYWUUUGCNAHQ-LLVKDONJSA-N,Preclinical,kinase inhibitor,,,
CD-1530,VCQGNUWOMLYNNG-UHFFFAOYSA-N,Preclinical,retinoid receptor agonist,RARG,,
CD-437,LDGIHZJOIQSHPB-UHFFFAOYSA-N,Preclinical,retinoid receptor agonist,RARG,,
CDBA,WHGYBXFWUBPSRW-GUJBRCDDSA-N,Phase 3,,,,
CDK1-5-inhibitor,DWHVZCLBMTZRQM-UHFFFAOYSA-N,Preclinical,CDK inhibitor|glycogen synthase kinase inhibitor,CDK1|CDK5|GSK3B,,
CDK9-IN-6,XWQVQSXLXAXOPJ-ACRUOGEOSA-N,Preclinical,CDK inhibitor,CDK9,,
CDPPB,BKUIZWILNWHFHD-UHFFFAOYSA-N,Preclinical,glutamate receptor positive allosteric modulator,GRM5,,
CE3F4,ZZLQPWXVZCPUGC-LURJTMIESA-N,Preclinical,rap guanine nucleotide exchange factor inhibitor,RAPGEF3,,
cebranopadol,CSMVOZKEWSOFER-RQNOJGIXSA-N,Phase 3,opioid receptor agonist,OPRL1|OPRM1,,
cediranib,XXJWYDDUDKYVKI-UHFFFAOYSA-N,Phase 3,KIT inhibitor|VEGFR inhibitor,CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,,
cedrol,SVURIXNDRWRAFU-OBORUHMCSA-N,Phase 2,,,,
cedrol-(+),SVURIXNDRWRAFU-OGMFBOKVSA-N,Phase 2,sedative,,,
cefaclor,QYIYFLOTGYLRGG-GPCCPHFNSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease|otolaryngology,pneumonia|skin infections|urinary tract infections|respiratory tract infections|tonsillitis|pharyngitis
cefadroxil,BOEGTKLJZSQCCD-UEKVPHQBSA-N,Launched,bacterial cell wall synthesis inhibitor,SLC15A1|SLC15A2|SLC22A6|SLC22A8,infectious disease|otolaryngology,urinary tract infections|skin infections|tonsillitis|pharyngitis
cefalonium,FMZXNVLFJHCSAF-DNVCBOLYSA-O,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-positive bacterial infections
cefamandole,OLVCFLKTBJRLHI-AXAPSJFSSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,skin infections|urinary tract infections|respiratory tract infections
cefamandole-nafate,RRJHESVQVSRQEX-SUYBPPKGSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,skin infections|urinary tract infections|respiratory tract infections
cefathiamidine,JYXACOFERDBGGQ-RHSMWYFYSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-positive bacterial infections
cefazolin,MLYYVTUWGNIJIB-BXKDBHETSA-N,Launched,bacterial cell wall synthesis inhibitor,PON1,infectious disease,urinary tract infections|skin infections|bacterial septicemia|endocarditis|surgical prophylaxis|bone and joint infections
cefcapene-pivoxil,WVPAABNYMHNFJG-QDVBXLKVSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,skin infections|pneumonia|urinary tract infections
cefdinir,RTXOFQZKPXMALH-GHXIOONMSA-N,Launched,bacterial cell wall synthesis inhibitor,MPO,infectious disease|otolaryngology|pulmonary,pneumonia|tonsillitis|pharyngitis|bronchitis|skin infections|otitis|sinusitis
cefditoren-pivoxil,AFZFFLVORLEPPO-UVYJNCLZSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease|pulmonary|otolaryngology,pneumonia|bronchitis|skin infections|tonsillitis|pharyngitis
cefepime,HVFLCNVBZFFHBT-FKULVZFESA-O,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,pneumonia|urinary tract infections|skin infections|intra-abdominal infections
cefetamet,MQLRYUCJDNBWMV-GHXIOONMSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease|otolaryngology|pulmonary,ear infections|pneumonia|otitis|sinusitis|bronchitis|urinary tract infections
cefetamet-pivoxil,DASYMCLQENWCJG-XUKDPADISA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-positive bacterial infections
cefiderocol,DBPPRLRVDVJOCL-FQRUVTKNSA-O,Launched,antibacterial ,,,
cefixime,OKBVVJOGVLARMR-QSWIMTSFSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease|otolaryngology|pulmonary,urinary tract infections|otitis|pharyngitis|tonsillitis|gonorrhea|bronchitis
cefmenoxime,HJJDBAOLQAWBMH-YCRCPZNHSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections
cefmetazole,SNBUBQHDYVFSQF-HIFRSBDPSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,urinary tract infections|skin infections
cefminox,JSDXOWVAHXDYCU-VXSYNFHWSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections
cefodizime,XDZKBRJLTGRPSS-BGZQYGJUSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,respiratory tract infections|skin infections|gonorrhea
cefonicid,DYAIAHUQIPBDIP-AXAPSJFSSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-positive bacterial infections
cefoperazone,GCFBRXLSHGKWDP-XCGNWRKASA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections
ceforanide,SLAYUXIURFNXPG-CRAIPNDOSA-N,Launched,penicillin binding protein inhibitor,,infectious disease,gram-negative bacterial infections
cefoselis,ZINFAXPQMLDEEJ-GFVOIPPFSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections|gram-positive bacterial infections
cefotaxime,GPRBEKHLDVQUJE-QSWIMTSFSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,respiratory tract infections|bone and joint infections|pelvic inflammatory disease|intra-abdominal infections|skin infections|meningitis|urinary tract infections|bacterial septicemia|gynecologic infections
cefotetan,SRZNHPXWXCNNDU-IXOPCIAXSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,urinary tract infections|respiratory tract infections|skin infections|gynecologic infections|chlamydia|intra-abdominal infections|bone and joint infections|surgical prophylaxis
cefotiam,QYQDKDWGWDOFFU-IUODEOHRSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,bacterial septicemia|bone and joint infections|respiratory tract infections|skin infections|urinary tract infections
cefotiam-cilexetil,VVFDMWZLBPUKTD-XLHILCRZSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections|gram-positive bacterial infections
cefoxitin,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,respiratory tract infections|urinary tract infections|intra-abdominal infections|gynecologic infections|bacterial septicemia|bone and joint infections|skin infections
cefozopran,QDUIJCOKQCCXQY-WHJQOFBOSA-O,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections|gram-positive bacterial infections
cefpiramide,PWAUCHMQEXVFJR-PMAPCBKXSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections
cefpirome,DKOQGJHPHLTOJR-PUIFZAHNSA-O,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections
cefpodoxime,LTINZAODLRIQIX-OLEGMKQCSA-N,Launched,bacterial cell wall synthesis inhibitor,,otolaryngology|infectious disease|pulmonary,pharyngitis|pneumonia|bronchitis|gonorrhea|skin infections|urinary tract infections|sinusitis|tonsillitis
cefprozil,WDLWHQDACQUCJR-ZAMMOSSLSA-N,Launched,bacterial cell wall synthesis inhibitor,,otolaryngology|infectious disease|pulmonary,pharyngitis|tonsillitis|otitis|sinusitis|respiratory tract infections|skin infections|bronchitis
cefradine,RDLPVSKMFDYCOR-UEKVPHQBSA-N,Launched,bacterial cell wall synthesis inhibitor,CYP3A4,infectious disease|otolaryngology,respiratory tract infections|otitis|skin infections|urinary tract infections|tonsillitis|pharyngitis|pneumonia
cefsulodin,SYLKGLMBLAAGSC-QLVMHMETSA-O,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections
ceftaroline-fosamil,ZCCUWMICIWSJIX-XHNDKCDBSA-O,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,skin infections|pneumonia
ceftazidime,ORFOPKXBNMVMKC-DWVKKRMSSA-O,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,respiratory tract infections|skin infections|bacterial septicemia|bone and joint infections|gynecologic infections|intra-abdominal infections|meningitis
ceftibuten,UNJFKXSSGBWRBZ-BJCIPQKHSA-N,Launched,bacterial cell wall synthesis inhibitor,,pulmonary|otolaryngology,bronchitis|otitis|pharyngitis|tonsillitis
ceftiofur,ZBHXIWJRIFEVQY-IHMPYVIRSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,pneumonia|respiratory tract infections
ceftizoxim,NNULBSISHYWZJU-LLKWHZGFSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,respiratory tract infections|urinary tract infections|gonorrhea|pelvic inflammatory disease|intra-abdominal infections|bacterial septicemia|skin infections|bone and joint infections|meningitis
ceftobiprole,VOAZJEPQLGBXGO-SDAWRPRTSA-N,Phase 3,antiinfective drug,,,
ceftriaxone,VAAUVRVFOQPIGI-SPQHTLEESA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease|otolaryngology,gonorrhea|pneumonia|otitis|skin infections|urinary tract infections|pelvic inflammatory disease|bacterial septicemia|bone and joint infections|intra-abdominal infections|meningitis|surgical prophylaxis
cefuroxime,JFPVXVDWJQMJEE-IZRZKJBUSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections
cefuroxime-axetil,KEJCWVGMRLCZQQ-QFDKGRJDSA-N,Launched,bacterial cell wall synthesis inhibitor,,otolaryngology,pharyngitis|tonsillitis|otitis|sinusitis
celecoxib,RZEKVGVHFLEQIL-UHFFFAOYSA-N,Launched,cyclooxygenase inhibitor,CA12|PDPK1|PTGS2,rheumatology|endocrinology,osteoarthritis|rheumatoid arthritis|ankylosing spondylitis|primary dysmenorrhea (PD)
celgosivir,HTJGLYIJVSDQAE-VWNXEWBOSA-N,Phase 2,glucosidase inhibitor,,,
celiprolol,JOATXPAWOHTVSZ-INIZCTEOSA-N,Launched,adrenergic receptor antagonist,ADRA2A|ADRB1|ADRB2,genetics,Ehlers-Danlos syndrome (EDS)
cenerimod,KJKKMMMRWISKRF-FQEVSTJZSA-N,Phase 2,sphingosine 1-phosphate receptor modulator,,,
cenicriviroc,PNDKCRDVVKJPKG-WHERJAGFSA-N,Phase 3,CC chemokine receptor antagonist,,,
cenobamate,GFHAXPJGXSQLPT-VIFPVBQESA-N,Launched,GABA receptor modulator|voltage-gated sodium channel blocker,,,
centanafadine,HKHCSWPSUSWGLI-CABCVRRESA-N,Phase 3,dopamine reuptake inhibitor,,,
centazolone,CZXUQBVMAUWSBX-UHFFFAOYSA-N,Phase 1,monoamine oxidase inhibitor,,,
centhaquin,UJNWGFBJUHIJKK-UHFFFAOYSA-N,Phase 1,analgesic agent,,,
centpropazine,ZQPXSRTZFYHSFB-FQEVSTJZSA-N,Phase 3,inositol monophosphatase inhibitor,,,
CEP-32496,DKNUPRMJNUQNHR-UHFFFAOYSA-N,Phase 1/Phase 2,RAF inhibitor,BRAF|RAF1,,
CEP-33779,RFZKSQIFOZZIAQ-UHFFFAOYSA-N,Preclinical,JAK inhibitor,JAK2,,
CEP-37440,BCSHRERPHLTPEE-NRFANRHFSA-N,Phase 1,ALK tyrosine kinase receptor inhibitor,ALK,,
CEP-37440,"InChI=1S/C30H38ClN7O3/c1-32-29(40)23-7-3-4-9-25(23)34-28-24(31)19-33-30(36-28)35-26-11-10-20-18-21(6-5-8-22(20)27(26)41-2)38-14-12-37(13-15-38)16-17-39/h3-4,7,9-11,19,21,39H,5-6,8,12-18H2,1-2H3,(H,32,40)(H2,33,34,35,36)/t21-/m0/s1",Phase 1,ALK tyrosine kinase receptor inhibitor,ALK,,
CEP-40783,FKCWHHYUMFGOPY-UHFFFAOYSA-N,Preclinical,AXL kinase inhibitor,,,
cephalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease|otolaryngology,respiratory tract infections|otitis|skin infections|bone and joint infections|genitourinary tract infections
cephalomannine,DBXFAPJCZABTDR-WBYYIXQISA-N,Preclinical,DNA polymerase inhibitor,,,
cephalosporin-c-zn,TVMXJQZBKOMFQK-JFEXGKLBSA-L,Preclinical,bacterial cell wall synthesis inhibitor,,,
cephalothin,XIURVHNZVLADCM-IUODEOHRSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,skin infections|surgical prophylaxis
cephapirin,UQLLWWBDSUHNEB-CZUORRHYSA-N,Launched,bacterial cell wall synthesis inhibitor,,obstetrics/gynecology,mastitis
cepharanthine,YVPXVXANRNDGTA-WDYNHAJCSA-N,Phase 2,NFkB pathway inhibitor,,,
cephradine,RDLPVSKMFDYCOR-HFAKWTLXSA-N,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,skin infections|respiratory tract infections|urinary tract infections
ceramide,BLTCBVOJNNKFKC-QUDYQQOWSA-N,Launched,phosphoenolpyruvate carboxylase activator|serine/threonine protein phosphatase activator,,dermatology,cosmetic
ceritinib,VERWOWGGCGHDQE-UHFFFAOYSA-N,Launched,ALK tyrosine kinase receptor inhibitor,ALK|FLT3|IGF1R|INSR|TSSK1B,oncology,non-small cell lung cancer (NSCLC)
cerulenin,GVEZIHKRYBHEFX-NQQPLRFYSA-N,Launched,fatty acid synthase inhibitor,FASN,infectious disease,fungal infection
ceruletide,YRALAIOMGQZKOW-HYAOXDFASA-N,Preclinical,CCK receptor agonist,CCKAR,,
cetaben,QXWKHSSBFQDQPR-UHFFFAOYSA-N,Phase 2,ACAT inhibitor|cholesterol inhibitor,PPARA,,
cetilistat,MVCQKIKWYUURMU-UHFFFAOYSA-N,Phase 3,triacylglycerol lipase inhibitor,PNLIP,,
cetirizine,ZKLPARSLTMPFCP-NRFANRHFSA-N,Launched,histamine receptor antagonist,HRH1,allergy,allergic rhinitis
cetrimonium,RLGQACBPNDBWTB-UHFFFAOYSA-N,Launched,,,dermatology,cosmetic
